HomePlanet,CryoSleep,Destination,Age,VIP,CabinDeck,CabinNumber,CabinSide,TotalSpent
Earth,True,55 Cancri e,17.0,False,G,707,S,0.0
Europa,False,55 Cancri e,28.0,False,B,141,P,5515.0
Europa,True,TRAPPIST-1e,47.0,False,A,53,S,0.0
Mars,True,TRAPPIST-1e,34.0,False,E,281,S,0.0
Europa,False,TRAPPIST-1e,29.0,True,C,155,S,2785.0
Europa,True,TRAPPIST-1e,14.0,False,C,155,S,0.0
Europa,False,55 Cancri e,40.0,False,C,155,S,10823.0
Mars,False,TRAPPIST-1e,49.0,False,F,813,S,1228.0
Europa,False,TRAPPIST-1e,51.0,False,C,156,S,0.0
Europa,False,TRAPPIST-1e,41.0,False,C,156,S,3578.0
Europa,False,55 Cancri e,44.0,False,C,156,S,14807.0
Mars,False,TRAPPIST-1e,47.0,False,F,814,S,2259.0
Earth,False,TRAPPIST-1e,22.0,False,F,815,S,949.0
Earth,False,TRAPPIST-1e,18.0,False,F,816,S,759.0
Earth,False,TRAPPIST-1e,28.0,False,G,717,P,1697.0
Earth,False,55 Cancri e,22.0,False,E,274,P,722.0
Earth,False,TRAPPIST-1e,50.0,False,G,718,P,852.0
Europa,True,TRAPPIST-1e,47.0,True,B,142,P,0.0
Mars,False,TRAPPIST-1e,55.0,False,E,275,P,1298.0
Earth,True,TRAPPIST-1e,21.0,False,G,709,S,0.0
Earth,False,PSO J318.5-22,39.0,False,G,709,S,2331.0
Europa,False,TRAPPIST-1e,37.0,False,C,157,S,4922.0
Europa,False,TRAPPIST-1e,31.0,False,C,157,S,10174.0
Europa,True,55 Cancri e,28.0,False,B,167,S,0.0
Mars,False,TRAPPIST-1e,23.0,False,D,148,P,3344.0
Europa,False,55 Cancri e,40.0,False,C,137,P,18267.0
Europa,False,55 Cancri e,54.0,False,C,137,P,3600.0
Mars,True,TRAPPIST-1e,18.0,False,F,896,P,0.0
Earth,False,55 Cancri e,27.0,False,F,819,S,1079.0
Europa,False,TRAPPIST-1e,43.0,False,B,168,S,3598.0
Earth,True,PSO J318.5-22,25.0,False,G,720,P,0.0
Earth,True,55 Cancri e,37.0,False,G,710,S,0.0
Mars,True,55 Cancri e,32.0,False,F,900,P,0.0
Earth,False,TRAPPIST-1e,19.0,False,F,820,S,857.0
Europa,False,55 Cancri e,39.0,False,C,158,S,5449.0
Europa,False,TRAPPIST-1e,25.0,False,C,158,S,9841.0
Mars,False,TRAPPIST-1e,42.0,False,E,283,S,955.0
Earth,False,PSO J318.5-22,36.0,False,F,822,S,737.0
Earth,False,PSO J318.5-22,43.0,False,E,284,S,623.0
Earth,False,PSO J318.5-22,23.0,False,F,901,P,604.0
Europa,False,TRAPPIST-1e,57.0,False,B,169,S,0.0
Europa,False,TRAPPIST-1e,51.0,False,B,170,S,17703.0
Mars,False,PSO J318.5-22,32.0,False,F,902,P,651.0
Mars,True,TRAPPIST-1e,8.0,False,F,903,P,0.0
Mars,True,TRAPPIST-1e,44.0,False,F,903,P,0.0
Mars,False,TRAPPIST-1e,27.0,False,F,903,P,1225.0
Earth,False,TRAPPIST-1e,48.0,False,F,904,P,786.0
Earth,False,55 Cancri e,13.0,False,G,714,S,771.0
Earth,True,TRAPPIST-1e,5.0,False,G,722,P,0.0
Earth,False,TRAPPIST-1e,18.0,False,E,278,P,788.0
Earth,False,TRAPPIST-1e,23.0,False,F,905,P,918.0
Earth,False,TRAPPIST-1e,23.0,False,G,715,S,810.0
Earth,False,TRAPPIST-1e,25.0,False,G,724,P,884.0
Mars,False,TRAPPIST-1e,32.0,False,E,285,S,1299.0
Mars,False,55 Cancri e,0.0,False,F,830,S,0.0
Earth,True,PSO J318.5-22,18.0,False,G,716,S,0.0
Earth,True,PSO J318.5-22,29.0,False,G,725,P,0.0
Earth,False,TRAPPIST-1e,55.0,False,F,831,S,1469.0
Europa,True,TRAPPIST-1e,27.0,False,C,159,S,0.0
Earth,True,TRAPPIST-1e,55.0,False,G,719,S,0.0
Mars,True,TRAPPIST-1e,75.0,False,F,906,P,0.0
Europa,False,TRAPPIST-1e,50.0,False,C,160,S,1976.0
Earth,False,TRAPPIST-1e,23.0,False,G,720,S,784.0
Earth,False,PSO J318.5-22,37.0,False,G,721,S,769.0
Earth,False,TRAPPIST-1e,33.0,False,G,722,S,854.0
Mars,False,TRAPPIST-1e,45.0,False,F,833,S,1309.0
Europa,True,55 Cancri e,47.0,False,B,143,P,0.0
Europa,True,TRAPPIST-1e,13.0,False,B,172,S,0.0
Europa,False,TRAPPIST-1e,29.0,False,B,172,S,7793.0
Mars,False,TRAPPIST-1e,19.0,False,E,287,S,3644.0
Mars,True,TRAPPIST-1e,30.0,False,F,835,S,0.0
Europa,False,55 Cancri e,39.0,False,D,141,S,3874.0
Europa,False,TRAPPIST-1e,31.0,False,D,141,S,3163.0
Europa,False,55 Cancri e,29.0,False,C,162,S,12626.0
Mars,False,TRAPPIST-1e,16.0,False,E,288,S,1172.0
Earth,False,PSO J318.5-22,18.0,False,F,836,S,1515.0
Earth,False,55 Cancri e,38.0,False,G,727,P,1435.0
Earth,True,TRAPPIST-1e,50.0,False,G,728,P,0.0
Earth,True,PSO J318.5-22,21.0,False,G,729,P,0.0
Earth,True,PSO J318.5-22,22.0,False,G,730,P,0.0
Earth,True,TRAPPIST-1e,20.0,False,G,725,S,0.0
Mars,False,TRAPPIST-1e,36.0,False,F,910,P,1192.0
Europa,True,55 Cancri e,31.0,True,B,144,P,0.0
Europa,False,55 Cancri e,50.0,False,B,144,P,4826.0
Earth,False,TRAPPIST-1e,40.0,False,E,291,S,990.0
Earth,False,TRAPPIST-1e,28.0,False,F,912,P,645.0
Europa,False,TRAPPIST-1e,38.0,False,B,175,S,4429.0
Europa,False,TRAPPIST-1e,37.0,False,B,175,S,10750.0
Europa,True,55 Cancri e,59.0,False,B,175,S,0.0
Europa,False,55 Cancri e,41.0,False,B,175,S,6478.0
Earth,False,TRAPPIST-1e,40.0,False,F,913,P,2414.0
Mars,False,TRAPPIST-1e,43.0,False,D,142,S,1057.0
Europa,True,55 Cancri e,26.0,False,C,140,P,0.0
Europa,True,55 Cancri e,22.0,False,C,140,P,0.0
Europa,False,TRAPPIST-1e,28.0,False,C,140,P,6921.0
Europa,False,TRAPPIST-1e,28.0,False,D,149,P,3001.0
Earth,False,TRAPPIST-1e,24.0,False,F,917,P,755.0
Mars,True,TRAPPIST-1e,18.0,False,F,838,S,0.0
Earth,False,TRAPPIST-1e,20.0,False,F,918,P,803.0
Europa,True,TRAPPIST-1e,29.0,False,B,145,P,0.0
Earth,False,TRAPPIST-1e,21.0,False,G,728,S,0.0
Europa,True,TRAPPIST-1e,2.0,False,A,54,S,0.0
Europa,False,TRAPPIST-1e,43.0,False,A,54,S,3173.0
Europa,False,TRAPPIST-1e,28.0,False,A,54,S,6444.0
Europa,False,55 Cancri e,31.0,True,A,40,P,4653.0
Earth,False,TRAPPIST-1e,23.0,False,F,919,P,756.0
Europa,True,TRAPPIST-1e,26.0,False,B,146,P,0.0
Europa,False,55 Cancri e,43.0,False,B,146,P,5094.0
Earth,False,TRAPPIST-1e,28.0,False,F,839,S,1554.0
Earth,False,PSO J318.5-22,24.0,False,G,734,P,1780.0
Earth,False,TRAPPIST-1e,27.0,False,F,920,P,748.0
Mars,False,TRAPPIST-1e,27.0,False,E,292,S,1021.0
Earth,True,TRAPPIST-1e,24.0,False,G,730,S,0.0
Europa,False,TRAPPIST-1e,50.0,True,A,55,S,2768.0
Europa,True,55 Cancri e,27.0,False,A,55,S,0.0
Earth,False,TRAPPIST-1e,26.0,False,F,921,P,1457.0
Earth,False,55 Cancri e,4.0,False,G,732,S,0.0
Earth,False,TRAPPIST-1e,9.0,False,G,732,S,0.0
Earth,False,TRAPPIST-1e,0.0,False,G,732,S,0.0
Earth,True,TRAPPIST-1e,35.0,False,G,732,S,0.0
Earth,True,TRAPPIST-1e,3.0,False,G,732,S,0.0
Mars,False,TRAPPIST-1e,25.0,False,D,151,P,2384.0
Mars,False,TRAPPIST-1e,63.0,False,D,151,P,3149.0
Mars,True,TRAPPIST-1e,34.0,False,F,922,P,0.0
Mars,False,TRAPPIST-1e,35.0,False,F,922,P,3701.0
Earth,True,TRAPPIST-1e,26.0,False,G,733,S,0.0
Earth,False,TRAPPIST-1e,39.0,False,G,735,P,854.0
Europa,False,55 Cancri e,34.0,False,D,143,S,2032.0
Europa,False,TRAPPIST-1e,36.0,False,B,148,P,3855.0
Earth,True,TRAPPIST-1e,46.0,False,G,736,P,0.0
Earth,False,TRAPPIST-1e,26.0,False,F,845,S,1409.0
Mars,True,TRAPPIST-1e,28.0,False,F,846,S,0.0
Earth,False,55 Cancri e,20.0,False,F,924,P,3154.0
Earth,True,TRAPPIST-1e,35.0,False,G,737,P,0.0
Earth,False,55 Cancri e,11.0,False,G,734,S,0.0
Earth,True,PSO J318.5-22,14.0,False,G,734,S,0.0
Earth,True,PSO J318.5-22,4.0,False,G,734,S,0.0
Earth,True,TRAPPIST-1e,31.0,False,G,734,S,0.0
Earth,False,TRAPPIST-1e,15.0,False,G,734,S,893.0
Earth,False,TRAPPIST-1e,39.0,False,G,734,S,907.0
Earth,False,TRAPPIST-1e,7.0,False,G,734,S,0.0
Earth,False,TRAPPIST-1e,24.0,False,F,847,S,716.0
Mars,True,TRAPPIST-1e,26.0,False,E,281,P,0.0
Europa,False,55 Cancri e,53.0,False,C,165,S,3328.0
Mars,False,TRAPPIST-1e,19.0,False,E,294,S,1049.0
Mars,False,55 Cancri e,54.0,False,F,926,P,1320.0
Mars,False,TRAPPIST-1e,21.0,False,E,283,P,1298.0
Mars,False,TRAPPIST-1e,25.0,False,F,926,P,1348.0
Mars,False,TRAPPIST-1e,48.0,False,E,295,S,1014.0
Mars,False,TRAPPIST-1e,13.0,False,D,144,S,3273.0
Europa,False,TRAPPIST-1e,57.0,False,B,177,S,0.0
Europa,True,TRAPPIST-1e,25.0,False,B,178,S,0.0
Europa,True,55 Cancri e,48.0,False,B,178,S,0.0
Mars,False,TRAPPIST-1e,34.0,False,E,296,S,1299.0
Earth,True,TRAPPIST-1e,16.0,False,G,736,S,0.0
Earth,False,TRAPPIST-1e,0.0,False,G,739,P,0.0
Earth,False,55 Cancri e,15.0,False,G,739,P,3930.0
Earth,False,55 Cancri e,37.0,False,F,848,S,930.0
Earth,False,TRAPPIST-1e,37.0,False,F,849,S,1995.0
Earth,False,TRAPPIST-1e,49.0,False,G,740,P,1816.0
Earth,False,TRAPPIST-1e,18.0,False,F,929,P,748.0
Earth,False,TRAPPIST-1e,25.0,False,F,850,S,903.0
Earth,False,55 Cancri e,43.0,False,G,738,S,833.0
Earth,False,TRAPPIST-1e,20.0,False,F,933,P,691.0
Europa,True,TRAPPIST-1e,54.0,False,C,142,P,0.0
Earth,True,TRAPPIST-1e,30.0,False,G,739,S,0.0
Europa,True,TRAPPIST-1e,37.0,False,B,149,P,0.0
Earth,False,55 Cancri e,30.0,False,F,851,S,655.0
Earth,False,TRAPPIST-1e,20.0,False,F,934,P,724.0
Earth,False,TRAPPIST-1e,20.0,False,G,742,P,909.0
Earth,False,TRAPPIST-1e,24.0,False,F,852,S,2151.0
Earth,False,TRAPPIST-1e,44.0,False,F,935,P,869.0
Earth,False,55 Cancri e,0.0,False,G,740,S,0.0
Earth,True,TRAPPIST-1e,15.0,False,G,740,S,0.0
Europa,True,TRAPPIST-1e,19.0,False,B,150,P,0.0
Europa,True,55 Cancri e,20.0,False,B,150,P,0.0
Mars,False,PSO J318.5-22,20.0,True,F,936,P,1850.0
Earth,True,TRAPPIST-1e,34.0,False,G,743,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,E,297,S,828.0
Earth,False,TRAPPIST-1e,42.0,False,E,298,S,1619.0
Mars,False,TRAPPIST-1e,43.0,False,F,937,P,2504.0
Europa,False,PSO J318.5-22,55.0,True,C,143,P,5733.0
Earth,False,TRAPPIST-1e,21.0,False,G,743,S,808.0
Earth,False,TRAPPIST-1e,17.0,False,E,286,P,986.0
Europa,False,55 Cancri e,54.0,False,C,167,S,18596.0
Europa,False,55 Cancri e,45.0,False,C,168,S,6631.0
Europa,True,TRAPPIST-1e,31.0,False,B,180,S,0.0
Europa,True,55 Cancri e,19.0,False,C,169,S,0.0
Earth,False,TRAPPIST-1e,24.0,False,G,746,P,704.0
Mars,False,TRAPPIST-1e,42.0,False,F,940,P,5963.0
Europa,True,55 Cancri e,29.0,False,B,151,P,0.0
Earth,True,TRAPPIST-1e,24.0,False,G,745,S,0.0
Earth,False,55 Cancri e,23.0,False,G,746,S,809.0
Earth,False,TRAPPIST-1e,22.0,False,F,856,S,758.0
Mars,False,TRAPPIST-1e,23.0,False,F,857,S,1861.0
Earth,False,TRAPPIST-1e,37.0,False,F,942,P,1553.0
Mars,True,TRAPPIST-1e,35.0,False,F,860,S,0.0
Europa,False,TRAPPIST-1e,33.0,False,B,181,S,5755.0
Europa,False,55 Cancri e,37.0,False,B,181,S,2617.0
Europa,False,55 Cancri e,32.0,False,B,182,S,7570.0
Europa,True,55 Cancri e,34.0,False,E,287,P,0.0
Mars,False,TRAPPIST-1e,9.0,False,F,862,S,0.0
Mars,True,TRAPPIST-1e,25.0,False,F,862,S,0.0
Mars,True,TRAPPIST-1e,1.0,False,F,862,S,0.0
Earth,False,TRAPPIST-1e,30.0,False,G,750,S,808.0
Europa,False,TRAPPIST-1e,64.0,False,C,144,P,5629.0
Europa,False,TRAPPIST-1e,31.0,False,C,144,P,27848.0
Europa,False,TRAPPIST-1e,27.0,False,C,144,P,3200.0
Europa,True,TRAPPIST-1e,25.0,False,C,145,P,0.0
Earth,True,TRAPPIST-1e,32.0,False,G,748,P,0.0
Earth,False,55 Cancri e,36.0,False,F,945,P,727.0
Europa,False,TRAPPIST-1e,36.0,False,C,171,S,18537.0
Earth,False,TRAPPIST-1e,37.0,False,G,753,S,1792.0
Earth,False,TRAPPIST-1e,45.0,False,G,750,P,774.0
Europa,False,TRAPPIST-1e,22.0,False,C,172,S,3801.0
Earth,False,PSO J318.5-22,23.0,False,G,751,P,774.0
Earth,False,55 Cancri e,31.0,False,F,864,S,1051.0
Europa,False,TRAPPIST-1e,37.0,False,C,173,S,7565.0
Earth,False,TRAPPIST-1e,28.0,False,G,752,P,1019.0
Earth,True,TRAPPIST-1e,23.0,False,G,754,S,0.0
Earth,False,55 Cancri e,14.0,False,G,755,S,770.0
Europa,True,TRAPPIST-1e,40.0,False,B,152,P,0.0
Mars,False,TRAPPIST-1e,42.0,False,F,865,S,2599.0
Earth,False,TRAPPIST-1e,53.0,False,F,866,S,1442.0
Earth,True,TRAPPIST-1e,46.0,False,G,757,S,0.0
Mars,False,TRAPPIST-1e,28.0,False,E,289,P,2082.0
Earth,True,55 Cancri e,25.0,False,G,753,P,0.0
Mars,False,TRAPPIST-1e,58.0,False,F,868,S,1348.0
Europa,False,TRAPPIST-1e,31.0,False,B,183,S,2522.0
Europa,True,55 Cancri e,24.0,False,B,183,S,0.0
Europa,True,55 Cancri e,25.0,False,B,183,S,0.0
Europa,True,TRAPPIST-1e,17.0,False,B,183,S,0.0
Europa,True,55 Cancri e,29.0,False,B,183,S,0.0
Europa,False,TRAPPIST-1e,45.0,False,C,175,S,8573.0
Earth,False,PSO J318.5-22,28.0,False,F,870,S,692.0
Europa,True,TRAPPIST-1e,57.0,False,C,176,S,0.0
Europa,True,TRAPPIST-1e,68.0,False,C,176,S,0.0
Europa,False,55 Cancri e,26.0,False,C,176,S,11426.0
Europa,False,TRAPPIST-1e,52.0,False,C,176,S,4314.0
Earth,False,PSO J318.5-22,41.0,False,G,754,P,753.0
Earth,False,TRAPPIST-1e,14.0,False,E,299,S,906.0
Earth,True,PSO J318.5-22,16.0,False,G,755,P,0.0
Europa,False,TRAPPIST-1e,62.0,True,B,153,P,3375.0
Earth,False,55 Cancri e,26.0,False,G,760,S,810.0
Earth,False,TRAPPIST-1e,45.0,False,F,871,S,871.0
Europa,False,TRAPPIST-1e,41.0,False,C,178,S,4442.0
Earth,False,55 Cancri e,13.0,False,F,872,S,3096.0
Europa,False,TRAPPIST-1e,48.0,False,B,184,S,9636.0
Earth,False,PSO J318.5-22,22.0,False,F,873,S,670.0
Earth,False,TRAPPIST-1e,45.0,False,E,290,P,1625.0
Earth,False,TRAPPIST-1e,42.0,False,G,762,S,1778.0
Europa,False,TRAPPIST-1e,33.0,False,C,179,S,8346.0
Europa,True,TRAPPIST-1e,20.0,False,E,291,P,0.0
Europa,True,55 Cancri e,32.0,False,B,154,P,0.0
Earth,False,TRAPPIST-1e,9.0,False,G,763,S,0.0
Earth,False,TRAPPIST-1e,17.0,False,G,756,P,849.0
Europa,False,TRAPPIST-1e,26.0,False,D,147,S,4152.0
Europa,False,TRAPPIST-1e,38.0,False,D,147,S,7396.0
Earth,False,TRAPPIST-1e,24.0,False,F,876,S,703.0
Earth,True,55 Cancri e,2.0,False,G,757,P,0.0
Earth,True,TRAPPIST-1e,4.0,False,G,757,P,0.0
Earth,True,TRAPPIST-1e,9.0,False,G,757,P,0.0
Earth,False,TRAPPIST-1e,30.0,False,F,948,P,3437.0
Europa,False,TRAPPIST-1e,32.0,False,C,148,P,7833.0
Earth,True,TRAPPIST-1e,2.0,False,G,765,S,0.0
Earth,True,TRAPPIST-1e,1.0,False,G,765,S,0.0
Earth,True,TRAPPIST-1e,11.0,False,G,765,S,0.0
Earth,False,55 Cancri e,3.0,False,G,765,S,0.0
Earth,True,TRAPPIST-1e,33.0,False,G,765,S,0.0
Earth,True,55 Cancri e,3.0,False,G,765,S,0.0
Earth,False,TRAPPIST-1e,38.0,False,E,303,S,994.0
Earth,True,PSO J318.5-22,21.0,False,G,758,P,0.0
Europa,True,55 Cancri e,64.0,False,C,180,S,0.0
Europa,True,55 Cancri e,27.0,True,C,180,S,0.0
Earth,False,TRAPPIST-1e,42.0,False,G,760,P,1804.0
Europa,False,55 Cancri e,30.0,False,C,150,P,5882.0
Earth,False,TRAPPIST-1e,38.0,False,F,951,P,870.0
Europa,False,TRAPPIST-1e,63.0,False,C,181,S,7670.0
Mars,True,TRAPPIST-1e,2.0,False,F,952,P,0.0
Mars,False,TRAPPIST-1e,37.0,False,D,155,P,1182.0
Mars,False,TRAPPIST-1e,50.0,False,F,878,S,1128.0
Earth,False,TRAPPIST-1e,38.0,False,G,768,S,787.0
Europa,False,TRAPPIST-1e,28.0,True,C,182,S,4889.0
Europa,True,TRAPPIST-1e,35.0,False,B,156,P,0.0
Earth,False,TRAPPIST-1e,15.0,False,G,769,S,756.0
Europa,False,TRAPPIST-1e,29.0,True,B,186,S,6659.0
Europa,True,55 Cancri e,65.0,False,B,186,S,0.0
Earth,False,55 Cancri e,27.0,False,F,881,S,701.0
Mars,False,TRAPPIST-1e,0.0,False,F,882,S,0.0
Mars,False,TRAPPIST-1e,21.0,False,F,882,S,3149.0
Mars,True,TRAPPIST-1e,19.0,False,F,882,S,0.0
Mars,True,TRAPPIST-1e,39.0,False,F,883,S,0.0
Europa,False,55 Cancri e,30.0,False,D,156,P,6131.0
Earth,True,TRAPPIST-1e,30.0,False,G,762,P,0.0
Earth,True,TRAPPIST-1e,40.0,False,G,762,P,0.0
Earth,False,55 Cancri e,38.0,False,F,957,P,2717.0
Mars,False,TRAPPIST-1e,22.0,False,F,958,P,2599.0
Mars,False,TRAPPIST-1e,65.0,False,F,959,P,1504.0
Earth,True,PSO J318.5-22,61.0,False,G,764,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,F,885,S,1244.0
Earth,True,TRAPPIST-1e,24.0,False,G,765,P,0.0
Earth,True,TRAPPIST-1e,16.0,False,G,766,P,0.0
Earth,False,TRAPPIST-1e,21.0,False,F,887,S,864.0
Earth,True,TRAPPIST-1e,23.0,False,G,771,S,0.0
Earth,False,55 Cancri e,17.0,False,F,888,S,764.0
Earth,False,PSO J318.5-22,24.0,False,F,888,S,1068.0
Earth,False,55 Cancri e,27.0,False,G,767,P,889.0
Europa,False,55 Cancri e,26.0,False,C,187,S,5416.0
Europa,True,TRAPPIST-1e,28.0,False,C,187,S,0.0
Europa,False,TRAPPIST-1e,37.0,False,C,187,S,2252.0
Mars,False,TRAPPIST-1e,23.0,False,F,889,S,1289.0
Europa,True,TRAPPIST-1e,32.0,False,C,151,P,0.0
Europa,False,TRAPPIST-1e,44.0,False,C,151,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,E,294,P,5648.0
Mars,False,TRAPPIST-1e,30.0,False,F,893,S,1573.0
Mars,False,TRAPPIST-1e,29.0,False,F,893,S,7347.0
Earth,False,TRAPPIST-1e,22.0,False,G,773,S,926.0
Mars,True,TRAPPIST-1e,35.0,False,F,961,P,0.0
Europa,False,TRAPPIST-1e,38.0,False,E,306,S,4819.0
Europa,False,TRAPPIST-1e,34.0,False,C,152,P,2124.0
Europa,True,55 Cancri e,34.0,False,C,152,P,0.0
Mars,False,TRAPPIST-1e,53.0,False,D,149,S,765.0
Europa,False,TRAPPIST-1e,28.0,False,A,57,S,2174.0
Europa,False,TRAPPIST-1e,31.0,False,A,57,S,3765.0
Mars,False,PSO J318.5-22,56.0,False,F,964,P,1760.0
Earth,False,55 Cancri e,30.0,False,E,307,S,791.0
Earth,False,TRAPPIST-1e,24.0,False,F,896,S,2524.0
Earth,False,TRAPPIST-1e,44.0,False,F,966,P,871.0
Earth,False,TRAPPIST-1e,25.0,False,F,897,S,719.0
Mars,True,TRAPPIST-1e,35.0,False,F,968,P,0.0
Mars,False,TRAPPIST-1e,29.0,False,F,969,P,1191.0
Earth,False,TRAPPIST-1e,22.0,False,E,308,S,846.0
Earth,True,TRAPPIST-1e,22.0,False,G,776,S,0.0
Earth,False,55 Cancri e,22.0,False,F,900,S,593.0
Earth,True,PSO J318.5-22,18.0,False,F,900,S,0.0
Earth,False,55 Cancri e,22.0,False,F,971,P,629.0
Mars,True,TRAPPIST-1e,0.0,False,F,972,P,0.0
Mars,True,TRAPPIST-1e,1.0,False,F,972,P,0.0
Mars,False,TRAPPIST-1e,34.0,False,F,972,P,2132.0
Mars,True,TRAPPIST-1e,6.0,False,F,972,P,0.0
Earth,False,TRAPPIST-1e,22.0,False,G,778,S,784.0
Earth,True,TRAPPIST-1e,31.0,False,G,779,S,0.0
Europa,False,TRAPPIST-1e,31.0,False,A,58,S,2083.0
Mars,False,TRAPPIST-1e,20.0,False,E,309,S,1014.0
Mars,True,TRAPPIST-1e,25.0,False,E,309,S,0.0
Europa,False,TRAPPIST-1e,53.0,False,C,189,S,18934.0
Europa,False,55 Cancri e,32.0,False,C,189,S,4338.0
Europa,False,55 Cancri e,48.0,False,C,189,S,12158.0
Europa,False,TRAPPIST-1e,37.0,False,A,43,P,12902.0
Mars,True,TRAPPIST-1e,21.0,False,F,903,S,0.0
Europa,True,TRAPPIST-1e,46.0,True,B,160,P,0.0
Earth,False,TRAPPIST-1e,22.0,False,F,904,S,778.0
Earth,False,TRAPPIST-1e,43.0,False,G,781,S,1706.0
Earth,True,TRAPPIST-1e,18.0,False,G,782,S,0.0
Europa,False,55 Cancri e,36.0,False,E,310,S,4888.0
Europa,False,TRAPPIST-1e,20.0,False,E,310,S,5075.0
Earth,False,TRAPPIST-1e,63.0,False,F,974,P,703.0
Earth,False,TRAPPIST-1e,50.0,False,F,905,S,902.0
Earth,True,PSO J318.5-22,16.0,False,G,783,S,0.0
Mars,True,TRAPPIST-1e,31.0,False,F,975,P,0.0
Earth,False,TRAPPIST-1e,55.0,False,F,977,P,1046.0
Earth,False,TRAPPIST-1e,18.0,False,F,906,S,1362.0
Earth,False,TRAPPIST-1e,44.0,False,G,776,P,887.0
Europa,False,55 Cancri e,49.0,False,C,190,S,7862.0
Earth,True,55 Cancri e,22.0,False,G,788,S,0.0
Earth,False,55 Cancri e,21.0,False,F,907,S,603.0
Mars,False,TRAPPIST-1e,26.0,False,F,979,P,1157.0
Mars,False,TRAPPIST-1e,65.0,False,D,150,S,1056.0
Mars,True,TRAPPIST-1e,20.0,False,F,980,P,0.0
Mars,True,55 Cancri e,0.0,False,F,981,P,0.0
Mars,True,TRAPPIST-1e,16.0,False,F,981,P,0.0
Earth,False,TRAPPIST-1e,22.0,False,F,983,P,804.0
Mars,True,TRAPPIST-1e,21.0,False,F,984,P,0.0
Earth,False,TRAPPIST-1e,52.0,False,F,913,S,717.0
Europa,True,55 Cancri e,59.0,False,B,192,S,0.0
Europa,False,TRAPPIST-1e,21.0,False,B,192,S,3606.0
Europa,False,TRAPPIST-1e,25.0,False,B,192,S,16843.0
Mars,False,TRAPPIST-1e,23.0,False,D,152,S,2578.0
Europa,True,55 Cancri e,36.0,False,E,302,P,0.0
Earth,False,TRAPPIST-1e,38.0,False,E,314,S,788.0
Earth,False,TRAPPIST-1e,19.0,False,F,917,S,803.0
Earth,False,TRAPPIST-1e,30.0,False,F,986,P,801.0
Earth,False,TRAPPIST-1e,23.0,False,G,792,S,887.0
Earth,False,TRAPPIST-1e,55.0,False,G,792,S,446.0
Europa,False,TRAPPIST-1e,30.0,False,C,153,P,4922.0
Earth,False,TRAPPIST-1e,39.0,False,F,920,S,777.0
Earth,False,TRAPPIST-1e,24.0,False,G,783,P,888.0
Earth,False,TRAPPIST-1e,17.0,False,F,922,S,2019.0
Earth,False,TRAPPIST-1e,17.0,False,E,304,P,788.0
Earth,False,PSO J318.5-22,13.0,False,F,990,P,611.0
Europa,False,55 Cancri e,35.0,False,C,191,S,5015.0
Mars,False,TRAPPIST-1e,32.0,False,F,925,S,1309.0
Mars,True,TRAPPIST-1e,18.0,False,F,925,S,0.0
Earth,False,TRAPPIST-1e,21.0,False,F,926,S,647.0
Mars,False,TRAPPIST-1e,25.0,False,F,927,S,1227.0
Mars,False,TRAPPIST-1e,36.0,False,F,929,S,1910.0
Earth,False,TRAPPIST-1e,20.0,False,G,786,P,888.0
Earth,False,55 Cancri e,22.0,False,G,787,P,1434.0
Mars,True,TRAPPIST-1e,27.0,False,E,315,S,0.0
Mars,True,TRAPPIST-1e,23.0,False,E,316,S,0.0
Mars,False,TRAPPIST-1e,21.0,False,F,930,S,1289.0
Earth,False,TRAPPIST-1e,20.0,False,F,991,P,1527.0
Europa,True,TRAPPIST-1e,28.0,False,C,192,S,0.0
Earth,False,PSO J318.5-22,57.0,False,G,794,S,767.0
Earth,False,55 Cancri e,10.0,False,G,795,S,0.0
Europa,True,TRAPPIST-1e,22.0,False,B,194,S,0.0
Europa,True,55 Cancri e,24.0,False,B,194,S,0.0
Earth,True,55 Cancri e,31.0,False,G,797,S,0.0
Earth,True,55 Cancri e,15.0,False,G,789,P,0.0
Earth,False,TRAPPIST-1e,18.0,False,F,993,P,2152.0
Earth,False,TRAPPIST-1e,28.0,False,F,933,S,891.0
Earth,True,TRAPPIST-1e,40.0,False,G,799,S,0.0
Earth,False,PSO J318.5-22,32.0,False,G,799,S,706.0
Earth,False,PSO J318.5-22,35.0,False,F,994,P,684.0
Earth,False,TRAPPIST-1e,52.0,False,G,790,P,848.0
Earth,False,TRAPPIST-1e,34.0,False,E,305,P,996.0
Earth,True,TRAPPIST-1e,46.0,False,G,791,P,0.0
Earth,False,55 Cancri e,23.0,False,F,995,P,2266.0
Earth,False,TRAPPIST-1e,44.0,False,E,317,S,790.0
Earth,False,55 Cancri e,59.0,False,F,997,P,600.0
Europa,False,TRAPPIST-1e,42.0,False,E,306,P,4732.0
Earth,False,TRAPPIST-1e,18.0,False,F,998,P,702.0
Mars,False,TRAPPIST-1e,29.0,False,D,160,P,3370.0
Mars,True,TRAPPIST-1e,15.0,False,F,999,P,0.0
Mars,False,TRAPPIST-1e,19.0,False,F,1000,P,1333.0
Earth,True,PSO J318.5-22,49.0,False,G,793,P,0.0
